year,distributor_id,distributor,segment,company,revenue,new_customers,repeat_customers,requests_for_quotes,months_purchased,contract_renewals,customer_retention,order_value,number_orders,employees
2023,7900530526496,Monica Richards,Segment 5,Valencia-Fitzgerald,1572060.152272273,42.64320499775695,633.106986260236,1019.0,6.204694074187884,188.0,1647.0,160282.6,45329.0,13871.0
2023,2955546601335,Jack Perkins,Segment 2,"Ward, Griffin and Cook",6064190.575091676,114.05324287278748,53.3,1670.0,8.862419967819886,91.0,56.0,4076390.7805840536,6681.0,14508.0
2022,8653626899026,Mrs. Michele Phillips,Segment 2,"Johnson, Thornton and Miller",5246144.070936597,130.827820941531,6326.417724722781,517.0,7.023771970219002,602.0,2209.0,160282.6,1757.0,13934.0
2023,6796378963309,Mark Briggs,Segment 5,"Keith, Brown and Velez",45621558.822585,57.32243390044557,616.9094108365482,666.0,6.0718318214091145,482.0,18087.0,160282.6,41900.0,15444.0
2022,6186903061912,Gregory Avila MD,Segment 4,Palmer-Allen,12534114.550689876,127.56962643459234,512.491995872901,2122.0,6.373747385237365,1035.0,276.0,160282.6,36933.0,3389.0
2023,7364687135794,Kimberly Howell,Segment 5,Sanders-Ruiz,7188751.502497949,150.3669836886702,1107.6817775544105,1253.0,6.355380392337114,5.0,6105.0,1677977.567353949,1757.0,509.0
2022,2992757709313,Kaylee Sharp,Segment 3,Sullivan LLC,6578791.241731297,18.165896812918405,1131.4888850554782,1317.0,5.030087100711742,5.0,9960.0,160282.6,97585.0,9622.0
2022,5051532654389,Austin Eaton,Segment 6,Nixon-Lucero,21891017.70303869,170.72824614497955,53.3,111.0,6.112292056520982,928.0,19825.0,807597.9139938757,246735.0,33240.0
2022,3373933702318,Anna Martinez,Segment 6,"Sharp, King and Robinson",646463.27849532,0.6,53.3,6.0,5.9812648141012525,358.0,967.0,1475751.6857474465,1757.0,509.0
2023,3338607837475,David Thompson,Segment 2,Molina-Becker,9408895.208112542,83.35969844991735,53.3,2299.0,5.073756768050444,296.0,1259.0,160282.6,17028.0,17000.0
2023,2138699586494,Dustin Moore,Segment 4,Brown Ltd,3123557.897074702,0.6,2675.13639496468,116.0,6.162108549607496,283.0,1572.0,1774138.1418073014,5379.0,14974.0
2022,3758735113560,Troy Jones,Segment 1,Perry-Kennedy,646463.27849532,30.05036227192073,3365.801473272939,1025.0,7.405092054972176,5.0,3876.0,160282.6,1757.0,2288.0
2023,2952822419059,Michael Boyd,Segment 4,"Warren, Abbott and Cooper",6958595.695964545,450.1251505684317,1234.2217049312942,1212.0,6.0461243111655705,919.0,2196.0,160282.6,1757.0,8766.0
2022,3791542075683,Margaret Mitchell,Segment 6,Williams PLC,646463.27849532,56.6771633832919,851.5417775065778,95.0,6.286255368634793,5.0,54.0,197399.1186091809,19310.0,509.0
2023,6926276202280,Erica Morales,Segment 6,Lane Group,646463.27849532,36.95732468065345,153.02254009013723,6.0,8.962240402769035,5.0,54.0,1719873.1359549812,1757.0,1650.0
2022,4969001898886,Alan Logan,Segment 6,"Murphy, Barron and Welch",646463.27849532,0.6,648.9258439741407,747.0,6.286110178205393,5.0,54.0,4135507.423285281,1757.0,509.0
2022,9764211539919,Kristen Fletcher,Segment 2,"Mayer, Davis and Weiss",1947885.36840192,94.4940531283682,1843.0625882190184,3926.0,6.066426673076485,123.0,56.0,160282.6,1757.0,4810.0
2022,7474680667052,Daniel Harris,Segment 5,"Ayala, Graham and Sanchez",16913858.07861397,588.663746430626,660.314359335672,1580.0,5.74515448623008,175.0,11649.0,2019360.293794402,38336.0,10540.0
2023,7062071358469,Kevin Vaughn,Segment 2,Huffman-Mckenzie,16881061.35966832,41.18310310190893,1587.5726664918675,6.0,6.288112604787431,85.0,20416.0,18987581.874198608,51035.0,14930.0
2022,821530022511,Walter Williamson Jr.,Segment 6,Rivera LLC,4067081.989836655,54.85632042463069,155.12018279250202,233.0,6.198230587924032,347.0,54.0,160282.6,1757.0,1672.0
2022,6744740404233,Samantha Jackson,Segment 2,West Inc,5993682.777774896,78.39536689003505,53.3,850.0,6.134905044868273,401.0,7994.0,555558.5076494572,1757.0,12452.0
2023,3822066778061,Lisa Ramirez,Segment 6,Caldwell-Duncan,646463.27849532,0.6,251.2216334525715,6.0,6.086161679969711,5.0,54.0,160282.6,1757.0,509.0
2022,5300773576975,Julie Cook,Segment 5,Taylor Ltd,646463.27849532,3.289304729309819,645.0111023479651,878.0,8.813592927633735,5.0,54.0,160282.6,1757.0,509.0
2023,9239226054721,Sarah Blackburn,Segment 5,"Reeves, Gallagher and Cannon",7438307.587004414,38.99720927474655,680.8413769231038,19.0,7.697462695784897,1384.0,8581.0,1598502.425925935,1757.0,14435.0
2022,3151742759712,Debra Armstrong,Segment 6,Shah PLC,6542802.443028301,0.6,1271.5775903871604,140.0,6.156629452034039,5.0,2031.0,2872907.261302321,41854.0,33388.0
2022,8467819097188,Eric Crosby,Segment 5,"Joseph, Colon and Collier",38987815.94788317,219.7897449598873,655.6727822045975,539.0,5.886582189909093,100.0,259.0,10129183.99549012,17793.0,2920.0
2022,3836775823233,Holly Bradley,Segment 4,"Jones, Torres and Chen",9380081.499975406,67.50801607415187,53.3,852.0,6.272386164673714,212.0,54.0,160282.6,1757.0,9340.0
2023,6597642364255,Donald Jimenez,Segment 6,Marsh Ltd,4374145.471739546,31.00979969352561,53.3,6.0,6.285301694496486,39.0,54.0,1885725.0567541416,1757.0,1598.0
2022,7391549283188,Anne Reyes,Segment 4,Anderson and Sons,6490816.232035227,7.66055878552374,1146.2886628076417,2009.0,6.552462816215485,347.0,1967.0,1622235.0118362922,17893.0,16363.0
2023,727900381175,Ryan Cross,Segment 5,Oliver-Knight,646463.27849532,0.6,53.3,882.0,8.616051277124576,88.0,7308.0,2026647.463396292,1757.0,10871.0
2023,5250403169865,Curtis Collins,Segment 6,Nguyen-Washington,3937664.223132105,158.86408065463263,1227.143656045465,805.0,6.110388881135946,331.0,8590.0,2914849.643491676,1757.0,13448.0
2023,8907782743090,Samuel Porter,Segment 3,Rush LLC,3476312.1425594985,0.6,53.3,6.0,6.200231222782444,297.0,383.0,160282.6,3153.0,509.0
2023,3295099688254,Kevin Wolfe,Segment 5,Taylor Ltd,5788384.574268839,191.0461435681441,1444.198913519068,6.0,6.064865684157129,5.0,1030.0,3223772.2238427373,48605.0,10213.0
2022,2295703746395,Rebecca Frazier,Segment 5,Mcneil Ltd,646463.27849532,0.6,53.3,6.0,5.426725685321246,315.0,54.0,160282.6,23269.0,1602.0
2022,7948971500828,Johnathan Byrd,Segment 4,Collins-Mcconnell,3574783.506161924,50.86323020620453,53.3,6.0,6.268778512779087,5.0,54.0,160282.6,12121.0,509.0
2023,2264725963417,Kelly Griffin,Segment 4,French Group,7087664.735002177,0.6,1058.9934634029112,6.0,6.3605092703118205,59.0,54.0,301289.61637659173,8308.0,19541.0
2023,3505454949280,Mr. Joshua Duncan,Segment 4,"Mcdaniel, Henderson and Lee",646463.27849532,557.5117314076423,308.278513135112,33.0,6.401881076395846,19.0,182.0,160282.6,1757.0,11398.0
2023,7408539603472,Michael Stevens,Segment 5,"Hoffman, Pittman and Mckinney",2128159.1720985724,0.6,53.3,6.0,8.55544454303556,230.0,1689.0,160282.6,1757.0,14676.0
2023,7647122492851,Nancy Morris,Segment 2,"Simon, Lester and Wong",646463.27849532,73.04864275348794,53.3,6.0,7.467718964518596,29.0,1848.0,1140203.422339183,10698.0,5131.0
2023,4296087588456,Kevin Norris,Segment 3,Powell Group,5252895.117906593,0.6,53.3,668.0,6.06754119066574,3568.0,1508.0,160282.6,1757.0,28217.0
2023,3250615855183,Thomas Weaver,Segment 5,Harris and Sons,3236840.557602872,0.6,53.3,6.0,6.29984930209559,27.0,54.0,160282.6,1757.0,7397.0
2023,7396722594679,Larry Brown,Segment 5,Lewis PLC,5453766.212835707,0.6,877.4896367668854,1224.0,6.203006831907637,329.0,1591.0,160282.6,1757.0,1872.0
2022,8055440650331,Stephen Hamilton,Segment 4,Meadows PLC,8607569.269066362,26.5094263739157,65.5060961053511,2344.0,7.950618044869048,656.0,2557.0,160282.6,1757.0,541.0
2022,7462869888220,Albert Smith,Segment 5,"Anderson, Stevens and Sullivan",35530769.724334165,79.56339711080683,529.0147513608086,1221.0,6.1310649905137,653.0,1812.0,3644747.611990336,10286.0,14341.0
2022,4449897803183,Jennifer George,Segment 4,Stewart-Robinson,5121109.297105508,4.727381017440539,720.5568051696481,546.0,6.091475526066928,5.0,7017.0,160282.6,60891.0,10582.0
2022,7462823013644,Steven Lucas,Segment 1,Palmer-Davis,4575231.594640466,0.6,53.3,6.0,6.160677225575022,202.0,54.0,160282.6,1757.0,18033.0
2023,34641108146,Robert Ford,Segment 2,Smith-Todd,7660364.738270766,67.82840016906698,1389.5470485175026,1378.0,5.837170466647926,5.0,54.0,2884816.369955525,26474.0,7723.0
2023,4784878091570,Deanna Jennings,Segment 6,Edwards-Wood,1881840.5726405005,0.6,53.3,6.0,8.621609528967147,2556.0,54.0,160282.6,1757.0,509.0
2022,8690587858549,Wendy Garner,Segment 6,Banks-Vega,8972091.495981485,0.6,1235.9662623569086,1145.0,6.048861297653017,556.0,2077.0,3386978.1175405355,1757.0,17026.0
2023,3949408577851,Stephen Robinson,Segment 3,"Patterson, Ware and Marshall",646463.27849532,0.6,244.26199995845,6.0,6.39581447796676,5.0,54.0,160282.6,11288.0,11543.0
2023,2903093666062,Nicholas Garcia,Segment 5,"Fuller, Mcintyre and Miller",646463.27849532,0.6,550.9046436278741,3571.0,6.360085038809705,5.0,152.0,160282.6,1757.0,10202.0
2023,3692146495535,Taylor Smith,Segment 5,Blake-Cooper,19107842.79662625,69.9869350360418,1156.677342635894,1167.0,6.272744820021406,215.0,1676.0,540474.1833152743,1757.0,11531.0
2022,6035679675468,Brittany Jackson,Segment 3,Griffith-Doyle,5626218.514264854,121.68228075411938,121.97656317447752,763.0,6.004388569441219,75.0,84.0,160282.6,1757.0,509.0
2022,7039914405888,Brittney Morrow,Segment 4,"Hill, King and Malone",18250103.85471131,30.56997677966616,53.3,142.0,6.098191968153002,368.0,873.0,3100782.6487850472,1757.0,11491.0
2022,7143614716066,Jonathan Christensen,Segment 5,Osborne-Rivera,6324165.397161768,554.9178761334535,53.3,255.0,5.570894760364496,316.0,1728.0,160282.6,1757.0,509.0
2022,1931511606643,Mary Hicks,Segment 5,Weaver PLC,3794852.049670282,20.855130559731474,553.5441302227125,3227.0,6.331466281752153,2314.0,1241.0,160282.6,82770.0,5220.0
2022,9024212902618,Samantha White,Segment 6,Lee-Clarke,27323761.1189974,80.9125499233653,1239.4472545597605,991.0,7.184606277317284,691.0,7579.0,503079.4828190408,101866.0,24410.0
2023,4415674392911,Gina Ramirez,Segment 3,Dickerson-Lee,2213140.0212053293,0.6,909.8214359599287,2820.0,6.327381582272542,416.0,1712.0,160282.6,1757.0,12273.0
2022,9821602217945,Timothy Lopez,Segment 4,Rhodes Inc,6623188.480763106,0.6,3875.2257687551055,469.0,6.331696483152137,94.0,7228.0,2125955.3337653936,4418.0,8954.0
2022,2808874452684,Roy Carr,Segment 5,Jones-Peterson,20519549.039069194,0.6,53.3,546.0,8.194709167871471,385.0,1474.0,2149291.858918523,1757.0,9231.0
2023,8889153092122,Lisa Arroyo,Segment 5,Johnson-Kim,1154266.147411617,288.456608295313,361.850215052652,6.0,7.449095737496222,219.0,12339.0,160282.6,28603.0,10829.0
2023,8282634477744,Brian Hernandez,Segment 6,Richardson Group,1763198.179914191,66.24794270873694,399.275691584869,733.0,5.908208702380649,365.0,904.0,160282.6,14120.0,509.0
2022,2591738795248,Jamie Adams,Segment 4,"Freeman, Gill and Goodwin",10214767.110155642,155.03189097839248,1065.1461873819069,6.0,6.860762668196673,89.0,1816.0,2161124.33472916,40751.0,16137.0
2022,6953440193884,Frank Price,Segment 5,"Tucker, Davis and Walter",646463.27849532,16.496928442563267,200.75294020501667,2934.0,8.447079290548869,5.0,226.0,160282.6,1757.0,12553.0
2022,9226083399164,James Bauer,Segment 1,"Christian, Chang and Barnes",33884657.637715355,152.7032269877749,998.4124126021054,3609.0,8.962240402769035,5.0,6746.0,9039763.730588697,1757.0,15534.0
2023,783813437279,Martin Rowe,Segment 3,Smith PLC,646463.27849532,0.6,53.3,6.0,6.347777927806561,5.0,612.0,160282.6,1757.0,11910.0
2023,5949316836918,Marie Silva,Segment 3,"Harrison, Poole and Schroeder",646463.27849532,33.098369664488885,53.3,96.0,6.410262282349573,5.0,54.0,160282.6,1757.0,13487.0
2023,8478557236326,Julia Schultz,Segment 3,Townsend PLC,5920313.696240945,0.6,1843.083115978436,1018.0,7.666237612717382,20.0,2025.0,9047272.830843048,1757.0,15248.0
2022,3694658310900,Mary Vaughan,Segment 5,"Garcia, Nolan and Wilcox",646463.27849532,30.60651404998772,53.3,426.0,6.13171027065529,96.0,974.0,160282.6,1757.0,509.0
2022,792627776085,Crystal Zamora,Segment 5,Wheeler Inc,1864744.4303174976,0.6,85.45728869906475,6.0,8.299525793113924,336.0,964.0,160282.6,244261.0,38581.0
2023,6105964618460,Dawn Hutchinson,Segment 5,Parker-Webb,646463.27849532,91.63287285474462,1066.9113936650515,1170.0,6.045480132723493,3061.0,4429.0,160282.6,1757.0,61751.0
2023,4146243132743,Nicholas Reeves,Segment 4,Davidson PLC,4365275.782336692,0.6,2139.036405057157,3736.0,8.962240402769035,374.0,3106.0,160282.6,11005.0,14313.0
2023,891341364889,Samuel Taylor,Segment 2,Smith LLC,646463.27849532,0.6,141.12146561617874,84.0,8.222129486524558,5.0,54.0,160282.6,1757.0,509.0
2022,3999369319533,Barbara Allen,Segment 5,"Woods, Norris and Crosby",18994707.7336205,93.8907863162501,1054.081795517647,1740.0,4.763758863783883,283.0,1444.0,2501701.918706799,65695.0,107780.0
2023,3604757116280,Kristopher Summers,Segment 2,Rodriguez-Leonard,646463.27849532,5.454572427446955,99.00083639783878,6.0,6.345233848670149,5.0,54.0,160282.6,1757.0,509.0
2022,7489409535741,Timothy Brown,Segment 2,Davidson and Sons,646463.27849532,0.6,53.3,6.0,6.349133088381004,20.0,54.0,2074168.3681934187,20586.0,509.0
2023,3078745807212,Jacob Pacheco,Segment 5,Daniel-Banks,646463.27849532,0.6,53.3,6.0,8.494728555586546,5.0,145.0,518230.9734853997,1757.0,16852.0
2023,2291998825579,Priscilla Williams,Segment 3,Rich-Warren,646463.27849532,83.91940586471516,53.3,6.0,6.422204881088797,3568.0,238.0,160282.6,18469.0,67880.0
2022,7729041437790,Regina Davis,Segment 4,"Moss, Wright and Harvey",4812719.927590177,84.81951715455331,642.0691998261041,458.0,5.9848389425193655,287.0,4669.0,160282.6,1757.0,1359.0
2023,2423604388943,Matthew Green,Segment 5,Smith-Franklin,3163038.85373915,74.45192244347962,135.55522212910728,6.0,7.343069000249436,5.0,336.0,760191.5852487034,253810.0,9371.0
2023,9666906028947,Samantha Knight,Segment 5,Villanueva LLC,18783213.678733345,0.957126644045875,53.3,2462.0,6.316377610877208,192.0,5206.0,12080926.31556431,1757.0,26564.0
2023,6121483721948,Emily Ingram,Segment 3,"Wilson, Dixon and Walker",1009411.3564758672,54.74477387687637,53.3,6.0,7.797426950724253,288.0,54.0,364894.8757071699,24295.0,17139.0
2023,2022689212442,Joshua Miller,Segment 4,"Butler, Lester and Campbell",3281322.184721805,93.87339968392092,130.03594002400916,875.0,7.237039128263722,5.0,2005.0,160282.6,1757.0,17645.0
2023,6671392093488,Daniel Moore,Segment 5,"Evans, Lewis and Cox",646463.27849532,20.02185481690416,53.3,3118.0,4.757285913469823,357.0,1316.0,840925.8192085684,1757.0,1063.0
2023,2851162980352,Julie Reyes,Segment 2,Rodriguez-Miranda,646463.27849532,0.6,53.3,48.0,8.513976469271256,5.0,839.0,160282.6,1757.0,5354.0
2022,3306558976895,Kara Schwartz,Segment 5,"Nelson, Edwards and Frank",646463.27849532,9.766053434230535,1008.1075432227964,1503.0,6.337060426519495,5.0,54.0,160282.6,6867.0,26274.0
2022,5877137825555,Gregory Durham,Segment 6,Chan and Sons,3072503.764161505,85.31199741153898,998.1313064863562,10815.0,8.726388331785818,5.0,1550.0,1530553.1874703015,1757.0,76391.0
2023,3326484991472,David Harrell,Segment 5,Baker-Young,2217040.4794996832,0.6,53.3,300.0,8.34392983252421,301.0,54.0,160282.6,3279.0,509.0
2023,2696628669224,Andrew Hall,Segment 3,Ross Ltd,34121315.59439287,21.49403277040025,53.3,3488.0,6.309382104493562,787.0,591.0,160282.6,1757.0,15739.0
2023,9789428271735,Maria Wilson,Segment 6,Cochran-Pitts,8182545.204325211,215.67569556253903,1496.3273708889928,7462.0,5.8720193234135785,787.0,1924.0,2591369.9746200102,50830.0,16293.0
2023,4701201905632,Katherine Warren,Segment 2,Ross-Brooks,18804196.18013738,38.16804878639479,817.9220109109973,598.0,6.080754085794761,234.0,54.0,160282.6,29192.0,2750.0
2022,8398463333585,Tony Turner,Segment 4,Mcgee-Powell,4480425.075681791,105.86428848584652,1411.0334528953954,6.0,8.092435278401673,5.0,2062.0,160282.6,47069.0,16395.0
2023,5499757391953,Daniel Hutchinson,Segment 3,"Robertson, Hill and Anderson",646463.27849532,0.6,53.3,6.0,6.155449026616308,92.0,54.0,1547981.5402418568,1757.0,509.0
2022,6061260692521,Teresa Miller,Segment 4,Ryan-Hernandez,4508978.038982516,78.97649772700689,53.3,692.0,6.036356844432004,625.0,5922.0,757648.809667879,1757.0,10150.0
2022,3011218476294,Kelsey Colon,Segment 4,Phelps Group,646463.27849532,0.6,53.3,22.0,6.269387867224629,140.0,1966.0,160282.6,1757.0,7812.0
2023,2395479336131,Phyllis Paul,Segment 6,Foley PLC,646463.27849532,0.6,247.5558119776487,6.0,6.329814471625285,125.0,5317.0,3769497.751963623,1757.0,10800.0
2022,6013692705461,Terry Knight,Segment 4,Wilson Ltd,2332676.835283528,0.6,432.5558533759091,2379.0,5.045688412912254,77.0,4942.0,360807.6248983116,1757.0,1856.0
2023,8283924260565,Eric Miller,Segment 3,Perez-Norris,9027033.08918031,81.79742723382151,53.3,350.0,6.052790075073991,846.0,905.0,160282.6,1757.0,509.0
2023,2112818710168,Amy Morris,Segment 5,Holt-Steele,11564818.951483477,0.6,53.3,6.0,5.431620848671956,246.0,19360.0,6862163.543238576,1757.0,11813.0
2023,2329688008275,Michael Arnold,Segment 3,"Lynch, Rodriguez and Jones",646463.27849532,0.6,95.54124424936424,6.0,8.962240402769035,5.0,400.0,160282.6,10572.0,509.0
2023,2496420102895,David Myers,Segment 4,Banks PLC,4019930.4925492224,143.92992706110164,53.3,226.0,8.761670897587077,200.0,3014.0,160282.6,8517.0,15817.0
2023,898336013289,Jessica Zimmerman,Segment 4,"Diaz, Harvey and Merritt",6507583.267416418,240.10553474184903,53.3,1089.0,6.885731763064438,382.0,54.0,160282.6,74822.0,3362.0
2023,779397355221,Mary Campos,Segment 6,Love-Atkinson,646463.27849532,137.6904219529049,184.37536924660628,122.0,8.266338260699477,5.0,1365.0,160282.6,1757.0,14291.0
2023,8668776677516,Danny Monroe,Segment 4,"Smith, Mejia and Nichols",1780447.3952333855,0.6,427.928240011322,162.0,8.962240402769035,44.0,54.0,160282.6,1757.0,509.0
2022,5558032097444,Ann Bell,Segment 4,Holland PLC,47022049.828958005,138.24824866539927,660.9773932410644,2967.0,6.283754177302221,3568.0,1534.0,423087.8161274911,1757.0,3444.0
2022,680715835526,Wesley Simmons MD,Segment 3,"Cook, Lewis and Thomas",646463.27849532,3.724876267160053,1001.188421407758,6.0,8.962240402769035,5.0,116.0,160282.6,1757.0,11272.0
2023,2769867084285,Brianna Rodriguez,Segment 6,"Kelly, Davis and Clark",2716385.0467981165,0.6,53.3,1951.0,7.39714586759585,2716.0,1938.0,1322533.927241119,10053.0,8000.0
2022,6844661065695,Alexis Stephens,Segment 5,Rivera-Shannon,8427823.039368656,0.6,53.3,6.0,6.307760290533509,299.0,54.0,830653.2861856393,20291.0,11914.0
2022,5559659709949,Casey Harris,Segment 5,Salazar Ltd,3339512.752264809,0.6,53.3,6.0,6.28628761163642,296.0,1473.0,160282.6,1757.0,27476.0
2023,5099755001825,Stephanie Mann,Segment 6,Herrera Group,5871833.517752723,0.6,937.856819314518,392.0,8.099872009699249,10.0,4206.0,3706152.2481123945,1757.0,3646.0
2023,187387682392,Barbara Garcia,Segment 4,Jackson-Greene,9911961.276115645,25.214911813195734,480.8575978440322,3653.0,6.029491352459633,32.0,54.0,160282.6,31722.0,5162.0
2023,7295594267042,April Schmidt,Segment 4,"James, Watson and Green",646463.27849532,0.6,519.506839974965,6.0,5.632135406497188,5.0,1123.0,160282.6,1757.0,6656.0
2023,5410817359256,Lindsay White,Segment 6,Burke PLC,1027845.2712081108,42.00074961081641,1541.4043075440627,1148.0,5.692037440980994,367.0,918.0,1669386.2378704995,1757.0,509.0
2023,3453244513282,Sandra Ferguson,Segment 4,"Woods, Nelson and Walker",8183154.065363514,68.63808731971008,53.3,6.0,5.896126493549192,5.0,496.0,160282.6,16818.0,509.0
2022,4351738507078,Christopher Fernandez,Segment 5,"Hooper, Boyd and Anderson",646463.27849532,0.6,1011.118546494182,207.0,6.341404256952363,5.0,2002.0,160282.6,1757.0,14831.0
2023,8103158691532,Kevin Alexander,Segment 6,Roberts PLC,646463.27849532,71.27037172155961,53.3,6.0,6.250973299008717,5.0,54.0,160282.6,1757.0,11344.0
2023,6673258436248,Melinda Allison,Segment 1,"Fuentes, Long and Todd",15764975.0289298,36.88031012489694,2146.760673671793,1244.0,8.235859759388331,36.0,2119.0,5931478.282704979,1757.0,15377.0
2023,9897246443262,James Macias,Segment 6,Jones PLC,12189756.304641975,231.5078303099255,501.7428539973292,738.0,6.293988793986673,1886.0,1186.0,1130717.0290733827,1757.0,13863.0
2023,5249041704149,Nicole Webb,Segment 5,Andrade LLC,2411725.709909397,63.46223064092321,1057.211139527692,240.0,6.157042386145621,5.0,2125.0,2600151.6505239094,3094.0,17386.0
