distributor_id,distributor,segment,company,new_customers_impact,repeat_customers_impact,requests_for_quotes_impact,months_purchased_impact,contract_renewals_impact,customer_retention_impact,order_value_impact,number_orders_impact,employees_impact,revenue_2022,revenue_2023,new_customers_impact_scaled,repeat_customers_impact_scaled,requests_for_quotes_impact_scaled,months_purchased_impact_scaled,contract_renewals_impact_scaled,customer_retention_impact_scaled,order_value_impact_scaled,number_orders_impact_scaled,employees_impact_scaled
8757883518826,Vincent Reynolds,Segment 5,Contreras-Barker,-343145.88,465644.5,1696878.2,-101852.31,4957689.0,-75040.81,-1125195.0,-89762.94,-496415.4,4007643.6794354655,8978847.293492742,-348929.8806608438,473493.3070065105,1725480.4258407229,-103569.1155006602,5041254.69590624,-76305.68373508322,-1144161.0279883954,-91275.96570216744,-504782.90035975096
6885248337064,Richard Mccoy,Segment 5,Montes and Sons,1487463.8,301920.47,953769.25,415126.8,543955.3,-41618.734,317818.12,1718070.6,-368127.4,2512873.046806248,8625581.738014847,1706416.610297263,346362.79024436016,1094162.954734143,476232.9733101245,624024.8495573078,-47744.96208163729,364600.5534334386,1970968.4819185887,-422315.3011778757
8593996573662,Andrew Smith,Segment 5,Madden-Williams,252419.38,522910.6,-305169.0,-579697.8,-173884.0,-760551.2,-389410.06,-63086.062,1925231.5,1985874.127272452,1573223.4378055036,-242933.5346198626,-503259.7631913485,293700.84497090004,557912.9302380085,167349.49223877152,731969.8836698121,374776.1551883858,60715.305670110574,-1852881.782268646
3088196354845,Tyler Williams,Segment 2,"Frazier, Miller and Johnson",-3328310.5,-124550.5,373795.0,409035.22,-1450510.8,965879.25,2330573.0,-2830573.0,-1924524.2,10757117.269654516,7004417.057680801,-2238704.804292786,-83775.78113440929,251423.8466370006,275127.2944110886,-975649.790426848,649674.5325299111,1567601.604981548,-1903914.214347967,-1294483.0541101282
409105678297,Tiffany Burke,Segment 2,Walsh-Coleman,-971723.25,511019.44,-447644.0,434709.44,470694.88,-1137692.8,943797.5,212776.31,-440525.3,646463.27849532,646463.27849532,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
6902140241814,William Ross,Segment 5,Higgins LLC,-575612.4,-120457.91,307222.47,-276399.72,-1366479.2,-870047.5,147657.5,3616939.0,433322.12,14180267.976017196,1572060.152272273,5599253.146101095,1171750.8815993716,-2988497.9428260215,2688670.399387118,13292387.993137486,8463362.277888477,-1436334.1207064975,-35183671.93511365,-4215128.8050277
9687568186479,Michael Bryant,Segment 4,Stark Group,684208.25,369490.12,-590066.94,1257355.9,714948.8,211545.6,-2736247.0,-561005.75,-160383.75,6064190.575091676,5246144.070936597,690872.945828553,373089.2288758113,-595814.6011240149,1269603.4334774932,721912.9177948555,213606.19959207877,-2762900.0395842376,-566470.3338130617,-161946.0114057
9279028755679,Richard French,Segment 4,"Rodriguez, Lewis and Merritt",81939.375,232747.75,965115.75,-1034341.0,-785961.1,-857791.44,285426.12,-4013457.5,-4855455.0,45621558.822585,12534114.550689876,271611.42085616646,771508.7478056729,3199151.2473077546,-3428618.110672138,-2605292.0738343573,-2843394.063237798,946126.2411536673,-13303748.298242476,-16094789.259771282
3136922806400,Kathleen Cummings,Segment 3,"Hudson, Gonzalez and Mcconnell",-3622326.0,-498315.94,-416257.38,2493478.8,559750.6,62753.125,-222855.58,2133020.8,1034325.06,7188751.502497949,6578791.241731297,1450192.4797953318,199500.01016934644,166647.98148526123,-998260.3190576809,-224095.28576629603,-25123.11465698342,89219.88226171621,-853951.4763978015,-414090.4254163823
1563120734310,Kevin Lawson,Segment 2,Nichols PLC,-4353002.0,-665104.7,79068.81,-281043.53,-1561127.4,-1047806.5,-252533.33,-3018744.0,-3300465.5,21891017.70303869,646463.27849532,-6421716.725337456,-981188.0927940477,116645.36320880533,-414606.2818788957,-2303035.4224062585,-1545764.5607850284,-372546.90784473775,-4453367.683010122,-4868974.044446263
7269623877793,James Diaz MD,Segment 6,"Fisher, Reyes and Scott",-2720049.0,-385116.88,-1587234.4,-1623810.0,-1352105.5,23564.98,700904.4,-769470.06,-148722.38,9408895.208112542,3123557.897074702,-2174553.5396976164,-307883.15500583814,-1268920.56712383,-1298161.0394283624,-1080945.9016114976,18839.112532883468,560340.6567437376,-615155.7481352206,-118896.66979848793
2700623527325,Rebecca Wilson,Segment 3,Harrison and Sons,5538783.0,638398.06,3236349.8,-330620.28,2539048.5,114178.16,-1707820.8,-203325.88,472741.62,646463.27849532,6958595.695964545,3395070.8573757615,391314.62727514043,1983763.8289162833,-202658.1287598698,1556343.6821333263,69987.02930032428,-1046831.5045372894,-124631.31265696774,289773.2855148333
3683691823935,Ashley Rubio,Segment 3,Brown and Sons,-1107600.4,-342771.8,93460.14,480621.88,-102259.125,-4436.3203,305968.4,-869094.0,58738.125,646463.27849532,646463.27849532,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0
4135293633874,Elizabeth Stone,Segment 4,"Harrison, Powell and Bass",3269473.8,-930592.94,929390.3,-343446.7,1448550.0,-646099.75,-1925413.2,-435970.75,777901.5,646463.27849532,1947885.36840192,1984784.3917148907,-564930.7705307977,564200.7129336876,-208494.60599993076,879364.5568867123,-392224.8112327383,-1168851.7286630815,-264662.75060168456,472237.07600684144
3604570217584,Jennifer Thomas,Segment 4,Moore Group,-3833704.8,-1890792.2,-984721.44,-414990.34,-360104.9,771108.0,4850623.0,1075057.8,2358265.0,16913858.07861397,16881061.35966832,80046.94588786198,39479.3441255071,20560.775840387156,8664.910803091014,7518.914129615338,-16100.572343810945,-101279.98423325908,-22446.978303505613,-49240.0748515392
2610180479213,Stephanie Mueller,Segment 5,"Parker, Holt and Smith",-799012.6,408469.4,-172561.81,429113.53,-10988.75,14813.0,608803.56,-338242.44,1317924.5,4067081.989836655,5993682.777774896,-1055584.61231679,539633.5081521374,-227973.35416935413,566906.7250217136,-14517.361027854065,19569.62051349698,804297.2427726809,-446855.87528709025,1741124.8153306805
7888191097619,Jordan Lee,Segment 5,Scott and Sons,23958.875,345212.34,-221723.25,-234792.61,-120949.125,-71677.93,-6099.6875,-172093.19,-20692.812,646463.27849532,646463.27849532,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666864537794,Daniel Torres,Segment 5,Johnson Ltd,-2055731.8,-422301.56,-13862.6875,119352.64,-3624029.2,78022.19,482621.44,2989482.0,457496.75,7438307.587004414,6542802.443028301,-925572.9553873944,-190137.12156651693,-6241.5386527791625,53737.349768696324,-1631683.5217214664,35128.72210438782,217295.5528468694,1345984.8161467041,205983.40069662998
641809061498,Elaine Rios,Segment 2,Vargas Group,-6308549.0,-767319.9,-289855.0,2479.5625,-101384.09,404361.56,-8579775.0,-1484301.0,941913.6,38987815.94788317,9380081.499975406,-11542261.75175815,-1403905.5305283852,-530325.1486006912,4536.662851914355,-185494.59257394716,739828.9495983468,-15697747.40224752,-2715710.079994009,1723346.120055684
3024146005672,Micheal White,Segment 6,"Smith, Perez and Ramirez",-1249735.0,-414702.94,1140690.5,172995.56,1825310.8,-412501.28,-177238.48,485116.1,2784406.0,4374145.471739546,6490816.232035227,-636750.1935755139,-211294.55017839622,581191.1716818296,88142.65408673564,930010.7921816638,-210172.78399970935,-90304.45621086302,247170.6294241543,1418677.6309344016
1933143754730,Paul Cline,Segment 3,"Rhodes, Turner and Arias",3525037.5,-550966.94,-12289.625,217717.34,1205280.4,-584084.9,-557673.0,-268581.38,69407.97,646463.27849532,3937664.223132105,3811493.939505972,-595740.4069373027,-13288.321548747195,235409.7929708391,1303225.6226732433,-631549.5834320624,-602991.4215106606,-290407.22627761716,75048.29631661694
7900530526496,Monica Richards,Segment 5,Valencia-Fitzgerald,4045331.5,-638645.5,-51574.78,336781.6,-4664829.0,-401314.06,1126428.1,3899793.0,922106.75,3476312.1425594985,5788384.574268839,2044805.7018327436,-322818.0096123965,-26069.656563042958,170233.97739512034,-2357944.7803787123,-202853.40659301536,569378.9552423296,1971239.8309817584,466100.02181336953
2955546601335,Jack Perkins,Segment 2,"Ward, Griffin and Cook",2563156.5,-115169.92,170574.6,-207774.5,-3038363.8,-205968.56,-39387.75,-876765.6,43783.562,646463.27849532,3574783.506161924,-4399832.727096552,197697.01150834354,-292802.92233724723,356659.09988255956,5215558.300808402,353559.0685326868,67611.75944809445,1505027.9557557502,-75157.47155923359
8653626899026,Mrs. Michele Phillips,Segment 2,"Johnson, Thornton and Miller",1121442.5,-795925.1,-163639.56,49954.78,364350.22,-180303.02,-1508107.0,-464380.7,-1113195.5,7087664.735002177,646463.27849532,2685488.7871980025,-1905980.7989693892,-391863.3529332741,119625.39863366201,872499.8373342849,-431766.86830542283,-3611423.85897276,-1112040.1864333001,-2665739.8501680456
6796378963309,Mark Briggs,Segment 5,"Keith, Brown and Velez",2134878.5,-127714.914,-270234.53,252130.78,337229.75,-200540.97,935406.3,733027.8,-1620779.5,2128159.1720985724,646463.27849532,-1455432.052610849,87068.36203111803,184229.6814246928,-171887.63677251764,-229902.99636300304,136716.8002911436,-637703.8726241584,-499734.3877537107,1104950.175655548
6186903061912,Gregory Avila MD,Segment 4,Palmer-Allen,-46872.75,-421294.1,141021.84,-468563.4,281769.56,-28067.934,40559.125,69589.03,-2474275.0,5252895.117906593,3236840.557602872,-32516.75271486558,-292261.8114136513,97830.23791728952,-325053.6696590766,195470.312797894,-19471.39941453153,28136.838719752937,48275.57933676968,-1716463.9615892011
7364687135794,Kimberly Howell,Segment 5,Sanders-Ruiz,1545960.8,9473.785,-1010758.94,-12617.969,59439.375,-694690.5,73473.125,-160783.88,239954.62,5453766.212835707,8607569.269066362,98596943.45495139,604210.8452295044,-64463303.044726916,-804737.8407930372,3790872.8466168563,-44305366.28707852,4685905.254304885,-10254334.639873296,15303617.167132566
2992757709313,Kaylee Sharp,Segment 3,Sullivan LLC,-2775855.0,-1137467.0,-2428056.8,-306897.12,-3156846.5,1826692.4,-2590282.8,2045618.8,-791561.44,35530769.724334165,5121109.297105508,-9062365.430578852,-3713501.54492442,-7926904.499961771,-1001930.5355830482,-10306192.800725142,5963623.408218954,-8456525.501048263,6678354.965671678,-2584219.6211459255
5051532654389,Austin Eaton,Segment 6,Nixon-Lucero,1291091.5,-613282.9,886683.75,-417890.72,-1740296.6,1313.2422,1005583.7,2401653.5,-1189762.2,4575231.594640466,7660364.738270766,2451052.753975511,-1164277.425309423,1683310.972165706,-793338.2008160446,-3303839.18063379,2493.104302328285,1909034.7370306223,4559381.9149679905,-2258685.7687369105
3373933702318,Anna Martinez,Segment 6,"Sharp, King and Robinson",-548099.0,-213476.78,942238.1,359997.4,354213.6,-387408.47,1551462.0,106714.31,2248905.5,1881840.5726405005,8972091.495981485,-880307.746385632,-342867.37523241644,1513338.8324735488,578195.7145231874,568906.282620662,-622220.9381341541,2491819.8486260935,171395.0186284879,3611991.5371470153
3338607837475,David Thompson,Segment 2,Molina-Becker,-53468.5,364321.7,1200835.8,-176586.5,-97123.375,-50762.984,-53749.188,-563183.7,-325146.0,646463.27849532,646463.27849532,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2138699586494,Dustin Moore,Segment 4,Brown Ltd,1760006.5,-352561.6,-1407081.8,108508.0,-416955.03,-447495.4,-741791.94,-3832.5,-979629.9,19107842.79662625,5626218.514264854,9564425.131542314,-1915929.9441787424,-7646521.826656325,589666.3655791468,-2265863.8709502323,-2431829.8747016257,-4031128.9405263383,-20827.00180810756,-5323614.913920253
3758735113560,Troy Jones,Segment 1,Perry-Kennedy,-111235.34,-937157.5,-186262.47,92938.33,-1355175.0,401973.78,-2154467.2,-281789.7,-1615124.5,18250103.85471131,6324165.397161768,-215834.884147712,-1818408.3480424464,-361413.3660536998,180332.3695345612,-2629506.378528142,779967.6231925363,-4180408.786481338,-546769.062417462,-3133897.880064441
2952822419059,Michael Boyd,Segment 4,"Warren, Abbott and Cooper",3742085.0,238299.06,-191498.94,2180166.8,2025444.0,1162186.1,2075263.8,2292688.5,1510169.9,3794852.049670282,27323761.1189974,5856223.71884458,372929.17871947226,-299688.7093971419,3411879.993414022,3169744.452782274,1818778.119175921,3247710.5710193906,3587972.1937268064,2363359.748258828
3791542075683,Margaret Mitchell,Segment 6,Williams PLC,-212731.5,831315.9,-854441.94,174899.81,-1700967.9,1129377.9,1932699.8,81735.94,-386993.4,2213140.0212053293,6623188.480763106,-942970.473423357,3684956.4022896052,-3787466.8258518497,775274.7370972034,-7539844.554152212,5006169.354593987,8567037.470343567,362309.1594826054,-1715417.5008276238
6926276202280,Erica Morales,Segment 6,Lane Group,2093381.8,-886137.2,-656475.94,357898.3,-1396219.1,171662.34,-3279506.2,2182023.5,-123024.766,20519549.039069194,1154266.147411617,26385707.19975182,-11169179.312282855,-8274449.608829947,4511074.008953326,-17598428.171002515,2163691.4620272056,-41336027.9171335,27502978.565639433,-1550646.6659763216
4969001898886,Alan Logan,Segment 6,"Murphy, Barron and Welch",1784631.1,-187128.16,-239940.88,1340065.2,-2475433.5,246974.28,1724927.2,1565779.8,2922947.5,1763198.179914191,10214767.110155642,2256970.3086818056,-236655.4606956495,-303446.1505858688,1694740.9164631122,-3130607.569465876,312341.0705604679,2181464.570038241,1980195.4426333006,3696565.4877664405
9764211539919,Kristen Fletcher,Segment 2,"Mayer, Davis and Weiss",3627299.5,40714.03,1026397.0,712247.25,-137389.75,3173824.8,9845232.0,247247.53,5004464.0,646463.27849532,33884657.637715355,5121695.233901532,57487.62837382514,1449257.8483693784,1005682.9586126875,-193992.36393893007,4481395.230365638,13901326.820290625,349109.96840332315,7066231.859031632
7474680667052,Daniel Harris,Segment 5,"Ayala, Graham and Sanchez",493101.2,5108.133,22617.531,39089.688,-454659.75,154116.69,-34187.188,-43899.344,95770.5,646463.27849532,646463.27849532,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
7062071358469,Kevin Vaughn,Segment 2,Huffman-Mckenzie,1464520.6,770347.3,-135710.86,-94001.03,-464069.06,361414.8,-5408998.5,-274037.0,-2834172.5,5920313.696240945,646463.27849532,1167650.09063673,614191.4957506097,-108201.13808979407,-74946.24102694867,-369998.38257866167,288153.02331592835,-4312549.602711291,-218487.41165638663,-2259662.0942128203
821530022511,Walter Williamson Jr.,Segment 6,Rivera LLC,4010569.5,-249226.58,2043844.1,98112.21,-1970828.5,-566040.4,-258079.12,-2744106.0,-300979.5,1864744.4303174976,646463.27849532,-77230103.92682064,4799267.381355461,-39357576.814141534,-1889311.8209561436,37951541.76166317,10900037.598630264,4969737.698928967,52842271.091089055,5795854.861816198
6744740404233,Samantha Jackson,Segment 2,West Inc,754241.9,657918.25,-1744607.5,-205693.58,-3493559.0,276633.56,-8577.125,-397898.75,-1175314.2,4365275.782336692,646463.27849532,525568.5359015346,458448.59706235916,-1215672.0693189064,-143330.77152187217,-2434371.1070902934,192762.95790569758,-5976.686320751477,-277262.61315589765,-818978.8875350291
3822066778061,Lisa Ramirez,Segment 6,Caldwell-Duncan,-5254230.0,111669.86,-1438003.5,-1980800.0,-3199710.5,395632.97,-937414.9,-3587500.5,-2360113.2,18994707.7336205,646463.27849532,-5282378.664100169,112268.11936588198,-1445707.4232743639,-1991411.9329592395,-3216852.485319299,397752.5040540321,-942436.920475787,-3606720.0457554143,-2372757.1623693295
5300773576975,Julie Cook,Segment 5,Taylor Ltd,320745.88,122088.945,-153717.97,363750.06,-1216171.6,-203825.19,-1298835.6,-750781.8,2114349.5,646463.27849532,646463.27849532,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
9239226054721,Sarah Blackburn,Segment 5,"Reeves, Gallagher and Cannon",302530.06,268683.84,262516.34,833069.8,2100295.8,-587579.4,689637.7,-900111.0,-162072.0,646463.27849532,4812719.927590177,449031.32787193503,398794.95795437816,389640.802721611,1236486.8127904742,3117371.5217532814,-872116.7616947686,1023597.1789845233,-1335992.9349217566,-240555.9459545113
3151742759712,Debra Armstrong,Segment 6,Shah PLC,-1870969.8,639104.94,1332963.5,-1066527.6,1759239.2,-151202.03,7994795.5,-2705258.0,3854658.2,3163038.85373915,18783213.678733345,-2986151.0598183945,1020039.9366254888,2127469.143289047,-1702225.553555776,2807824.1127060847,-241325.16662376266,12760049.357231261,-4317712.388514936,6152206.007232539
8467819097188,Eric Crosby,Segment 5,"Joseph, Colon and Collier",1384002.6,-341953.7,199949.53,987950.5,-4195637.5,-513699.47,-674571.25,-1962771.0,-145670.12,1009411.3564758672,3281322.184721805,-597508.849876596,147630.03573352518,-86323.25649956765,-426523.1517798273,1811362.5021812192,221777.01853422067,291229.4350476925,847377.7714700412,62889.46731519527
3836775823233,Holly Bradley,Segment 4,"Jones, Torres and Chen",983024.75,-245948.81,-655485.56,-331869.53,-2699586.8,59025.72,-603725.8,-7180.875,208619.31,646463.27849532,646463.27849532,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
6597642364255,Donald Jimenez,Segment 6,Marsh Ltd,2185712.0,-63186.25,282149.6,374675.7,-74835.25,70907.414,950408.4,-443237.34,-1327289.0,646463.27849532,3072503.764161505,2711917.124020751,-78398.19636085938,350076.44638601755,464878.0036797774,-92851.66487858484,87978.20893940856,1179216.9844646002,-549945.7281490458,-1646830.8099260463
7391549283188,Anne Reyes,Segment 4,Anderson and Sons,790142.2,691388.25,2753832.8,-109356.47,972235.4,31760.766,-7021.9375,-138000.56,2789210.0,2217040.4794996832,34121315.59439287,3242641.6835867437,2837368.2847225787,11301374.882869711,-448784.83257851144,3989928.4257747484,130342.08663569234,-28817.126380643727,-566336.4982099994,11446557.71820554
727900381175,Ryan Cross,Segment 5,Oliver-Knight,-2463273.5,1257558.2,1152348.8,1315349.4,-2161331.8,737788.8,-277312.1,-3378929.8,-1646005.5,8182545.204325211,18804196.18013738,4788607.474961777,-2444695.152481269,-2240167.693652242,-2557041.2325616456,4201632.222692904,-1434262.5967205567,539095.1460669915,6568644.613418776,3199837.0465941695
5250403169865,Curtis Collins,Segment 6,Nguyen-Washington,-3018584.5,290631.22,242842.55,517868.56,2022793.4,491390.66,1145931.4,-4017318.5,-2109093.0,4480425.075681791,646463.27849532,-2610361.684600854,251327.27710823383,210001.3711055215,447833.8283179169,1749237.8029689214,424936.7020928615,990959.6450803843,-3474030.386456444,-1823866.6670206673
8907782743090,Samuel Porter,Segment 3,Rush LLC,-1901461.8,-126488.14,152751.31,-739984.4,-546739.06,-1337372.9,-768219.4,450066.25,-188468.9,4508978.038982516,646463.27849532,-1467148.60546517,-97596.96390664649,117861.36528696434,-570964.4558122597,-421858.3007340935,-1031903.3363657783,-592750.2481416577,347266.55998219905,-145420.68899682132
3295099688254,Kevin Wolfe,Segment 5,Taylor Ltd,-172623.25,242518.89,981399.6,1988306.8,-431600.8,-221360.38,-1352924.8,16627.75,-1322429.1,646463.27849532,2332676.835283528,1069810.985697056,-1502980.474850105,-6082101.330729368,-12322282.77025979,2674792.1472151782,1371853.3040067565,8384581.674786476,-103048.40057037429,8195589.087345688
2295703746395,Rebecca Frazier,Segment 5,Mcneil Ltd,-2516721.0,431376.06,355513.8,-378068.7,-2023815.1,1530469.0,4858155.5,210787.25,1562174.0,9027033.08918031,11564818.951483477,-1584889.111792389,271656.3480217165,223882.58077507647,-238086.36737528857,-1274484.8522282168,963803.1748092904,3059392.8423535186,132741.93819267655,983769.2433688599
7948971500828,Johnathan Byrd,Segment 4,Collins-Mcconnell,2158405.0,323447.7,-164782.12,-560454.06,1613949.6,-663807.6,-534411.1,-652560.4,2100138.0,646463.27849532,4019930.4925492224,2011452.9418828865,301426.1824514331,-153563.15626732432,-522296.31398245186,1504066.0370114623,-618613.1729319926,-498026.4430930552,-608131.67157917,1957152.8231292593
2264725963417,Kelly Griffin,Segment 4,French Group,-3299676.0,392327.12,-1303956.4,-1718639.5,-5073210.0,-100885.8,861174.4,-5499908.0,709301.25,6507583.267416418,646463.27849532,-1286448.9677907804,152957.08949502028,-508375.1752303807,-670048.2300013795,-1977899.032287304,-39332.475782790956,335747.16027691856,-2144256.171522105,276536.20421112975
3505454949280,Mr. Joshua Duncan,Segment 4,"Mcdaniel, Henderson and Lee",4278963.0,839843.1,1593163.2,-1282.1328,1268497.0,327472.1,2267934.2,-233143.56,981697.94,1780447.3952333855,47022049.828958005,17096587.377708454,3355591.600970283,6365480.542428937,-5122.7590807664665,5068277.148233939,1308414.0431678519,9061526.593145335,-931524.5875306624,3922372.094153814
7408539603472,Michael Stevens,Segment 5,"Hoffman, Pittman and Mckinney",-795746.25,425556.28,683908.2,633145.9,1198707.8,38129.625,893281.44,1033063.75,-46324.27,646463.27849532,2716385.0467981165,-405326.0429563624,216763.88124423975,348359.5423287501,322502.94105054694,610580.9365918826,19421.932266817043,455007.16542958736,526207.5107550854,-23596.00587503662
7647122492851,Nancy Morris,Segment 2,"Simon, Lester and Wong",327277.0,108922.2,-211135.44,-59882.844,-33818.0,-371440.16,-1202336.8,-563638.94,2292822.0,8427823.039368656,3339512.752264809,-5807069.975803534,-1932671.2255049266,3746301.422234929,1062536.8612595487,600052.8442076377,6590683.3278615,21333775.062841572,10000979.835797416,-40682901.13166947
4296087588456,Kevin Norris,Segment 3,Powell Group,468905.5,459140.44,1275504.9,398796.97,314805.88,455612.94,-1404292.4,1694000.9,30982.625,5871833.517752723,9911961.276115645,512917.2593723478,502235.66345311224,1395224.517321688,436228.30417359655,344353.7561154415,498377.0684323317,-1536100.1548215412,1853000.835300317,33890.67457276459
3250615855183,Thomas Weaver,Segment 5,Harris and Sons,2159178.0,-1268457.1,965629.1,-732170.9,3707998.0,-583.0,338838.97,-123432.84,-757660.8,646463.27849532,1027845.2712081108,191980.99973493363,-112783.51461411413,85857.88226951128,-65100.189397718015,329692.67939310597,-51.83682287483997,30127.50515729598,-10974.899438208617,-67366.6006252995
7396722594679,Larry Brown,Segment 5,Lewis PLC,-1570555.4,-85174.92,177244.81,-745418.9,103073.75,-23139.555,-228578.97,-795632.7,2266578.8,8183154.065363514,646463.27849532,-13128605.26550985,-711995.2348744905,1481626.9714205067,-6231114.391433424,861615.3422280946,-193428.4537087065,-1910740.1218384854,-6650862.278547173,18946812.51905171
8055440650331,Stephen Hamilton,Segment 4,Meadows PLC,-1698976.2,-256014.55,1393482.2,448804.38,1382556.2,-46739.0,4716261.0,168915.34,3326158.5,646463.27849532,15764975.0289298,-2722575.111625023,-410258.1294569411,2233027.116503691,719199.9020797794,2215518.317446505,-74898.29704447537,7557712.6840601005,270683.41675762844,5330101.605309518
7462869888220,Albert Smith,Segment 5,"Anderson, Stevens and Sullivan",-5441538.5,-334175.06,664833.9,62273.4,-2140814.0,-327796.12,-1140477.2,532032.4,327397.9,12189756.304641975,2411725.709909397,-6822997.659026025,-419013.04228300665,833617.1540738906,78082.92469006455,-2684308.765464332,-411014.69350329036,-1430013.463680578,667101.0017838103,410515.36586084735
4449897803183,Jennifer George,Segment 4,Stewart-Robinson,-2377315.8,937570.0,170775.53,-77544.34,-3741073.0,273563.22,1223633.5,-316387.4,1267827.1,646463.27849532,646463.27849532,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
7462823013644,Steven Lucas,Segment 1,Palmer-Davis,4354748.0,203371.5,788259.0,12856.578,3598133.5,-727157.25,-1285164.9,-300108.0,830061.0,646463.27849532,6500272.712253442,3410283.166529491,159263.96191721337,617300.1057883006,10068.222735015092,2817764.5196034927,-569450.1824851214,-1006436.2108075015,-235020.0781970229,650036.0240804901
